店铺名称,页面id,类别,品牌名称,品牌id,品牌logo,评分,平均价格,最低价格,所属地区,地区Id,纬度,经度,详细地址,楼层,地铁站id,停车信息,优惠套餐情况,营业时间,联系电话,累计售出份数,餐厅简介,特色菜,是否小吃,有无外卖,上周订单数,历史订单数,wifi,支持预定
阿来泰国餐厅(西湖店),1878205,泰国菜,阿来泰式餐饮,24112,,3.9,80,95,左海/西湖公园,95,26.089889,119.290158,鼓楼区湖滨路66号中福西湖花园1号楼C区2楼（近普拉达酒吧2楼）,,"4280,",停车位收费标准：商户不报销停车费,每满100减5（买单立享）;双人餐150元，6人餐340元;95代100元;,周一至周日 10:00-22:00,0591-87040128,23839,,,False,0,10,23839,True,False
森山仙草(仓山万达店),40915389,西式甜品,,0,,4.1,13,8.5,仓山万达广场,98,26.037144,119.273234,仓山区万达广场金街4号门出口西北行50米（85度C面包店，麦田房产）,-2,,,每满10减1.5（买单立享）;14.9元招牌仙草，16.9元综合仙草冻3选1;8.5代10元;,周一至周日 10:00-23:00  2019-01-30至2019-02-13 休息,0591-87573783,23777,,,False,1,53,23777,True,False
说麻道辣(温泉店),1485071,川菜,说麻道辣,1013104,http://p1.meituan.net/poi/bfd6464048aeb8fbb9d9465df856470956818.png,5,55,88,东街口,95,26.090307,119.310991,鼓楼区温泉支路28号一8（珊珊粥铺楼上、公交车站对面）,,,有停车位,3-4人餐88元;,周一至周日 11:00-13:30 17:00-21:00,0591-87504303,23405,,,False,1,3,23405,True,False
无味舒食(东百店),175366101,素食,,0,,4.5,163,92,东街口/三坊七巷,95,26.084562,119.299336,鼓楼区八一七北路122号东百中心C1座4楼（近地铁1号线东街口站C出口）,4,"4286,4282,5301,",,双人餐188元起;92代100元;,周一至周日 11:00-21:00,0591-88855333,23400,,,False,0,259,23400,False,False
杨太有礼(蒙古营店),29048,蛋糕,杨太有礼,30215,,4.1,30,30,省立/旗汛口,95,26.08584,119.30829,鼓楼区五一北路28号（近蒙古营车站）,,"4286,",,118元蛋糕10选1，128元蛋糕3选1，168元蛋糕8选1;30代48元;,周一至周日 07:00-23:00  2019-02-02至2019-02-10 休息,0591-87912890/13358277483,23399,杨太有礼创始人杨宗德先生以其夫人称呼命名为“杨太”，同时，Logo墙以女性为主。整家杨太有礼充满浓浓爱意，让人感动。杨太有礼的店名很特别，为什么取名“杨太有礼”？是因为在当地走亲访友的时候，会带着一份伴手礼，把祝福和思念的心意借以传达。如今杨太有礼有幸为福州的朋友提供和弘扬这种和谐之礼,,False,1,1,23399,True,False
钢管厂五区小郡肝火锅串串香,174963595,串串香,,0,,4.9,63,29,万达广场,1186,25.714871,119.346473,福清市侨荣城7号楼,,,,单人午餐29元，单人午餐59元，108元三人行套餐❤️，152元情侣套餐，198元啤酒套餐，322元钢管厂聚会套餐;88代100元;,周一至周日 11:00-03:00,0591-85399789,23317,,,False,0,411,23317,False,False
丽景假日大酒店西餐厅,164350508,海鲜自助,,0,,3.4,111,109,省体/湖前,95,26.11641,119.29895,鼓楼区福飞路199号丽景假日大酒店一楼,,,,单人午餐109元，单人晚餐129元，单人午餐129元，单人晚餐149元;,周一至周日 11:30-14:00 18:00-21:00,0591-22030999,23312,,,False,0,88,23312,False,False
梅园国际大酒店·自助餐厅,96198810,综合自助,,0,,4.5,146,128,台江万达,97,26.06025,119.35293,台江区远洋路339号（鼓山镇实华·蓝湾雅境斜对面）,,,,单人午餐128元，单人晚餐158元，双人午餐249元，双人晚餐310元;,周一至周日 全天,0591-86129995,23269,,,False,0,168,23269,True,False
凡塔斯牛排餐厅(连江店),6692904,西餐,凡塔斯牛排,237945,http://p1.meituan.net/poi/7d673b3690f39ec5e430e0dc552f73b4155909.png,3.7,63,82,连江县中心城区,2956,26.21108,119.542849,连江县凤城镇敖江路龙芝商业广场一楼（新华都购物广场入口处、惠好百姓药店附近）,1,,免费停车,单人餐82元起，双人餐158元;,周一至周日 10:30-21:30,0591-26130186,23191,“凡塔斯”LAS VENTAS，一个充满传奇色彩，代表勇敢和荣耀，充溢着地中海浪漫风情的 响亮名称。其富含多重意蕴、积淀丰富的精神涵义，都赋予了“凡塔斯”牛排深刻而广阔的文化内涵。作为“凡塔斯”主营的特色产品，牛排的烹饪技艺不仅得益于西班牙厨艺名师的真谛传导——将西欧的饮食文化融入产品理念中，从食物出发，以美味动人。为品味卓越的都市人群缔造富有西班牙特色的美味情缘。凡塔斯与牛排的渊源始于2006年1月，彼时**家门店开张。经营之初，秉持“与客人分享、从不计较”的理念，数年来获得众多新老顾客的好评，好口味、好口碑迅速传开，客 人从此络绎不绝。为更多的美食爱好者带去全新的体验和卓越的享受。“美味的食物，用心的服务，超值的享受”是凡塔斯经营的不二法门。随着品牌名气的不断提高，市场影响力不 断扩大，凡塔斯在市场的占有率也跟着相应地增长。在福建区域形成自己的品牌规模，拥有一批忠实的消费群。 未来，我们将致力于成为中国优秀的餐饮企业连锁品牌，将凡塔斯开向全国，让更多的人分享由凡塔斯牛排带来的幸福体验！,,False,0,9,23191,True,False
1718海鲜火锅(五四路华福店),52173927,海鲜火锅,,0,,5,104,198,温泉公园/福州广场,95,26.098653,119.306566,鼓楼区五四路173号新华福广场b座2楼,,"4284,4278,4280,",,5-6人餐198元，2-3人餐269元，4人餐459元，5-6人餐699元，10人餐999元起;,周一至周日 11:30-13:30 17:30-02:30,0591-83281718,23015,,,False,1,120,23015,True,False
壹顿牛排(万象城店),115618021,牛排,,0,,4.6,29,32.9,万象城,97,26.064798,119.290255,台江区西环中路691号万象城B1层,-1,"5302,5311,",,单人餐32.9元起;,周一至周日 10:30-21:30,18030210916,22985,,,False,1,81,22985,False,False
凯宾斯基酒店·凯仕餐厅,41342757,海鲜自助,,0,,5,204,158,东二环泰禾广场,96,26.092663,119.332196,晋安区横屿路1号福州泰禾凯宾斯基酒店1F（东二环泰禾广场营销中心旁）,1,,,单人午餐158元，单人午餐188元，单人晚餐258元，单人晚餐288元;,"周六,周日 06:30-10:30 11:30-14:00 17:30-21:00  周一至周五 06:30-10:00 11:30-14:00 17:30-21:00",0591-86306206/88999988,22977,,,False,0,105,22977,True,False
探鱼(苏宁广场店),42665358,烤鱼,探鱼,1723817,http://p0.meituan.net/poi/bfcdf2bcdccdfc3a524af91bc3d69b7a57975.png,4.1,83,89,苏宁广场,97,26.062109,119.286365,台江区工业路233号苏宁广场5层,5,"5311,5302,",,每满100减8（买单立享）;89代100元;,周一至周日 11:00-22:00  非营业时段 2018-02-15至2018-02-15 04:00-24:00,0591-38119777,22785,,,False,1,159,22785,True,False
华丰贺氏(北大店),1153398,蛋糕,华丰贺氏,26183,,4.1,15,9.9,左海/西湖公园,95,26.092224,119.294675,鼓楼区北大路169号御西湖13-14号店（西湖福三中对面）,,"4280,4286,",有停车位,9.9元黑森林切件，“莓”好时光108元，8英寸蛋糕138元起，果仁果粒142元，小汽车148元，经典黑森林150元，芒果很黄174元;17代20元;,周一至周日 06:30-23:00,0591-83817355,22679,华丰贺氏始终坚持以传承与弘扬中华民族文化为己任，努力振兴民族品牌。以产品质量为企业生命，引进三套先进的月饼生产成套设备，从投料到成品全面实现全自动化生产流水线。一流的生产设备，再加上一流的生产经营管理，使得华丰贺氏跃上一个新台阶，华丰贺氏月饼已成为目前众多星级酒店代加工月饼优选厂家，华丰贺氏月饼已成为真正的五星级月饼。 华丰贺氏于2008年 7月正式全面导入全新的企业形象识别系统，华丰贺氏首家新形象旗舰店也同时开张，以一个全新的经营理念和创新的经营方式，优雅整洁赏心悦目的经营环境，打造出高格调的面包坊。华丰贺氏是目前福建省的面包专卖店，它的出现足以振撼烘焙界，它必将给福建烘焙行业带来一场新的革命，为全面提升福州烘焙水平做出新的贡献。,,False,1,59,22679,True,False
小龙坎老火锅(三坊七巷店),160817897,四川火锅,小龙坎,2883441,http://p0.meituan.net/poi/108c210fe9a4ae636e2711fa68841da394319.png,3.1,97,25,东街口/三坊七巷,95,26.080525,119.29843,鼓楼区吉庇巷72-2号（缘之园停车场）,,"4282,4286,5301,5307,",,2-3人餐186元，8人餐549元;25代50元，89代100元;,周一至周日 09:30-00:00,0591-87829355,22709,,,False,1,334,22709,False,False
锅小小锅旋转自助火锅(中防万宝城店),161874707,火锅自助,,0,,4.2,63,56,宝龙城市广场,97,26.061887,119.290925,台江区工业路199号中防万宝城负一楼肯德基与汉堡王中间,-1,"5302,5311,",,单人午餐56元，单人午/晚餐66元，双人午/晚餐132元，[4]人晚餐264元;94代100元;,周一至周日 11:00-14:00 17:00-21:30  2019-02-01至2019-02-09 休息,18649610315,22645,,,False,0,303,22645,False,False
东方红·老坛剁椒鱼头(万达店),1877867,湘菜,,0,,3.8,57,218,仓山万达广场,98,26.035576,119.273689,仓山区浦上大道276号仓山万达广场一区,3,,,4人餐218元;,周一至周日 10:00-22:00,0591-83818157,22567,,,False,1,6,22567,True,False
蜀大侠火锅(五一中路店),152399847,四川火锅,,0,,3.8,83,78,大利嘉/汽车南站,97,26.07246,119.312408,台江区五一中路71-3号,,"5310,4277,",,每满100减8（买单立享）;双人餐188元，4人餐298元，6人餐428元;78代100元;,周一至周日 11:00-03:00,0591-83288588,22415,,,False,0,93,22415,False,False
台湾森山仙草(西门永辉店),157110849,奶茶/果汁,,0,,5,17,8.5,左海/西湖公园,95,26.086718,119.287939,鼓楼区西洪路西门永辉对面（湖头街8号）,,,,14.9元招牌仙草，16.9元综合仙草冻3选1;8.5代10元;,周一至周日 10:00-23:00,18759188738,22294,,,False,1,83,22294,True,False
华莱士(文山店),40914660,汉堡,华莱士,26189,http://p0.meituan.net/poi/40b78b9357bc226b82ad406d2d4ae43429705.png,3.9,18,3.8,连江县中心城区,2956,26.211807,119.537818,连江县凤城镇文山北路太一新天地6号楼一层5号店,,,,3.8元特价黑椒鸡块，7.8元小吃组，9.9元单人餐A，10元小食套餐，13.9元单人餐B，19.9元双人餐A，28.9元双人餐B;,周一至周日 09:00-00:00,0591-26161627,22037,,,False,1,84,22037,True,False
一本屋寿司(五一路店),3262180,日式寿司,,0,,4.2,56,26,大利嘉/汽车南站,97,26.061657,119.313167,台江区五一南路28号（打铁垱车站附近）,,"4279,",,1-2人餐26元，单人餐28元，1-2人餐39元，3-4人餐92元，3-4人餐99元，3-4人餐168元;45代50元;,周一至周日 10:00-21:00,0591-83202235/18705005330,22028,一本屋和风精致料理，总公司位于上海西郊国际水产馆，在台湾60年知名水产北都食品有限公司和香港皇臣餐饮公司共同组建。台湾北都水产有限公司和上海西郊水产馆为一本屋提供新鲜的食材和**手的原物料，**时间送达到店内，满足客人娇宠的味蕾。公司从事进出口海产品贸易数十年，海产品远销日本，美国以及其它海外国家。海外客人和国内客人的认可，成就了公司蓬勃发展，也是对公司原材料品质的认可。我们有专业的养殖团队，在福建以及国内的其它地方都设有养殖基地，确保食材的掌控和监控。同时，我们也有渔船配备，确保采购和捕捞。香港皇臣餐饮公司，是专业的餐饮服务团队，精致的服务和客人至上的服务宗旨，一直是公司所推崇并发扬的企业文化。当然，一本屋的用餐环境也是我们引以为傲的一点，我们追求低调华丽的用餐氛围，小桥流水的设计，榻榻米包厢的惬意，以及处处弥漫的和风气息，让你更能感受到，你绝不仅仅在享受一份用餐，更是心灵的放松。我们的心意很简单，就是用新鲜的食材来娇宠你的胃，让你体内幸福的暖流瞬间开始涌动。,,False,1,0,22028,True,False
华莱士(宝龙城市广场店),835917,汉堡,华莱士,26189,http://p0.meituan.net/poi/40b78b9357bc226b82ad406d2d4ae43429705.png,3.9,18,5.8,宝龙城市广场,97,26.061477,119.292904,台江区工业路193号宝龙城市广场1层,1,"5302,5311,",,5.8元1人餐，8元单人餐，9.9元1人餐，15.8元烤腿堡单人餐，35.9元双人餐，36.3元双人餐;21代30元，25代30元;,周一至周日 09:00-24:00,0591-83800716,21778,烤翅、蜜汁烤鸡、板烧汉堡蛮好吃的，价格也“比KFC和麦当劳便宜”。而且“分店很多”，“一般都能找到在公司附近的”。叫份外卖当工作餐，“换换口味不错”。,,False,1,66,21778,False,False
阿弥陀佛珍素馆(三坊七巷店),113395284,素食,,0,,4.9,155,97,东街口/三坊七巷,95,26.082335,119.293471,鼓楼区三坊七巷通湖路251号正祥望园（消防博物馆与通湖公寓交汇处正对面）,,"4286,4282,",,单人午餐97元，单人晚餐111元，[4]人晚餐444元，[6]人晚餐666元，[10]人午餐966元，[10]人晚餐1106元;97代138元，111代158元;,周一至周日 11:30-14:00 17:30-21:00,0591-28329678/28359678,21714,,,False,0,131,21714,False,False
石山水美式餐厅(台江万达店),87299,牛排,石山水,844490,http://p1.meituan.net/poi/d3563263f9d6110ecbdeca724351815079490.png,3.7,84,98,台江万达,97,26.051703,119.342268,台江区鳌峰路31号江滨中大道北侧曙光路东侧金融街万达广场3层3-30室,3,,,单人餐98元，双人餐188元起;,周一至周日 11:00-22:30,0591-88359659,21619,石山水美式餐厅是隶属于双福集团旗下的一个全球连锁餐饮品牌，源自于1909年美国加利福尼亚州落杉矶西部小镇的一个阳光乡村牛排馆。他们以连锁经营为拓展模式，从自1998年福州五一广场双福楼门店开业以来，在新老客户的支持下，石山水美式餐厅已在福州繁华的各大商圈拥有六家直营连锁店，同时在宁德、泉州晋江和江苏盐城等相继开出连锁加盟店。秉着铸造美式西餐行业品牌的宏伟目标，石山水坚持将美式西餐的概念融入东方餐饮文化，在东西方的融合中，形成了崭新的适合中国人的西餐，开辟出一片新的天地。,,False,0,16,21619,True,False
辣皇朝(福新中路店),5797242,小龙虾,辣皇朝,1251027,http://p1.meituan.net/poi/27d84ebd0ddbc96ea8dda012fc849b4988577.png,3.8,99,229,五一广场/古田路,95,26.080902,119.322926,鼓楼区福新中路75-12号永同昌大厦1楼（福建彩印厂店面）,,"5305,",,2-3人餐229元，2-3人餐299元，4-6人餐399元;,周一至周日 16:30-02:00,0591-63360777,21536,辣皇朝火锅源自创始人之家传秘方，以辣皇朝实体店数十年经营为基石，坚持“以健康为本，以上品待客”，汲取、结合传统工法与现代设备之所长，经过工坊技术团队“‘醇香，川味”的融合与发扬，秉承“川人川味，蜀地蜀风”的文化取向和经营风格，塑造了厚重的品牌。,,False,1,3,21536,True,False
华莱士(状元店),5144398,汉堡,华莱士,26189,http://p0.meituan.net/poi/40b78b9357bc226b82ad406d2d4ae43429705.png,4.6,18,3.8,建新镇,98,26.07388,119.24956,仓山区洪塘路与闽江大道交叉口西北角（永辉超市对面）,,,,3.8元特价黑椒鸡块，7.8元小吃组，9.9元单人餐A，10元小食套餐，13.9元单人餐B，19.9元双人餐A，28.9元双人餐B;,周一至周日 09:30-23:30  2019-01-27至2019-02-08 休息,0591-87976517,21485,,,False,0,0,21485,True,False
四道菜(福清万达店),6341659,福建菜,四道菜,357814,http://p1.meituan.net/poi/59f6ebeaa3c4c86c97850c70f458062e67550.png,3.5,50,95,万达广场,1186,25.715482,119.350054,福清市清昌大道105号万达广场3F,3,,,95代100元;,周一至周日 11:00-15:00 17:00-22:00,0591-86958881,21394,,,False,0,38,21394,True,False
